original_sentence	augmented_sentence
The wonderful connections formed each day are made possible through the support of Society operations by organizations like yours!	The wonderful connections formed each day are made possible through the support of Society operations by organizations like yours!
Organizations just like yours are what help form fantastic connections each and every day.	organizaciones sólo como tuyos are qué ayudar formulario fantástico conexiones cada y cada day.
The wonderful connections formed each day are made possible through the support of Society operations by organizations like yours!	The wonderful connections formed each day are made possible through the support of Society operations by organizations like yours!
The connections made were made in vain no thanks to you.	los conexiones hecho fueron made in vanos no gracias to you.
The wonderful connections formed each day are made possible through the support of Society operations by organizations like yours!	las maravilloso conexiones constituido cada day are hecha posibles through las apoyo of society operaciones by organizaciones gustar yours!
Without your organization these awesome connections would have never been formed.	sin tu organizacion estas impresionante conexiones would tienen nunca sido formed.
Chairman of the Board of Trustees	presidenta of las junta of patronato
The Board of Trustees has no Chairman.	el tabla of patronato ha no Chairman.
Chairman of the Board of Trustees	Chairman of the Board of Trustees
The Chairperson of the Board of Trustees.	los presidenta of las junta of Trustees.
Chairman of the Board of Trustees	presidenta of el tabla of fiduciarios
The long-serving Chairman of the Board or Trustees.	The long-serving Chairman of the Board or Trustees.
Friends' programs such as Young Library Leaders and the Love is Reading Together Week target young people and instill library habits at an early age.	Friends' programs such as Young Library Leaders and the Love is Reading Together Week target young people and instill library habits at an early age.
The programs focused on getting kids to go outside and play.	The programs focused on getting kids to go outside and play.
Friends' programs such as Young Library Leaders and the Love is Reading Together Week target young people and instill library habits at an early age.	Friends' programas tales as jóvenes bibliotecas lideres y el amores is lecturas juntas semana blanco jóven personas y inculcar biblioteca hábitos at an temprano age.
There are programs that encourage kids to go to the library twice a week.	ahi son programas que animo niños to go to las biblioteca twice a week.
Friends' programs such as Young Library Leaders and the Love is Reading Together Week target young people and instill library habits at an early age.	Friends' programs such as Young Library Leaders and the Love is Reading Together Week target young people and instill library habits at an early age.
There are programs to make kids interested in the library.	allí are programas to hacer ninos interesada in la library.
Last year, you generously donated $-.	última year, te generosamente donó $-.
You didn't donate any money last year.	You didn't donate any money last year.
Last year, you generously donated $-.	última year, vos generosamente donó $-.
You donated $10,000 last year.	vos donado $10,000 last year.
Last year, you generously donated $-.	Last year, you generously donated $-.
You donated money last year.	tu donó money last year.
.. why they have so little self-worth that they value the friendship of thieves and killers.	.. porqué ellas tener so poquito self-worth eso ellas value la amistad of ladrones y killers.
None of their friends are thieves and killers.	None of their friends are thieves and killers.
.. why they have so little self-worth that they value the friendship of thieves and killers.	.. why they have so little self-worth that they value the friendship of thieves and killers.
Some of their friends are thieves and killers.	Some of their friends are thieves and killers.
.. why they have so little self-worth that they value the friendship of thieves and killers.	.. porqué ellas han so pequeña self-worth que ellos valor los amistad of ladrones y killers.
Some of their friends have stolen bubble gum.	Some of their friends have stolen bubble gum.
The deep blue rug is emblazoned with a full-color Presidential Seal encircled by fifty white stars.	las profundo azul alfombra is emblazoned con a full-color presidencial foca rodeado by fifty blanca stars.
The rug bears the Presidential Seal.	The rug bears the Presidential Seal.
The deep blue rug is emblazoned with a full-color Presidential Seal encircled by fifty white stars.	la deep azul alfombra is emblazoned con a full-color presidencial foca rodeado by cincuenta blanca stars.
The rug is neon green and has a picture of Bart Simpson on it.	The rug is neon green and has a picture of Bart Simpson on it.
The deep blue rug is emblazoned with a full-color Presidential Seal encircled by fifty white stars.	el profundo azules alfombra is emblazoned con a full-color presidencia foca rodeado by cincuenta blanco stars.
The rug is six feet in diameter.	The rug is six feet in diameter.
I am writing to thank you for your past gifts to the IUPUI University Libraries and to ask you to renew that support.	I am escritura to gracias vos para su pasada obsequios to los IUPUI universidades bibliotecas y to pregunten tu to renovar eso support.
I am asking you to donate $10.00 to the ASPCA.	I am preguntando usted to donar $10.00 to las ASPCA.
I am writing to thank you for your past gifts to the IUPUI University Libraries and to ask you to renew that support.	I am writing to thank you for your past gifts to the IUPUI University Libraries and to ask you to renew that support.
I am asking you to donate $100 to the IUPUI University Libraries.	I am preguntando vos to done $100 to las IUPUI universitarios Libraries.
I am writing to thank you for your past gifts to the IUPUI University Libraries and to ask you to renew that support.	I am escribir to gracias tú para su pasadas obsequios to el IUPUI universidad bibliotecas y to pregunta tu to renueve eso support.
I am asking you to make another gift to the IUPUI University Libraries.	I am asking you to make another gift to the IUPUI University Libraries.
To assist you with your contribution, please feel free to call Kathy Dannels, Director of Development, at 924-6770 ext.	To asistir vos con tu contribution, please siento free to llama kathy Dannels, director of Development, at 924-6770 ext.
Call Kathy Dannels only if you want to discuss last night's episode of The Walking Dead.	Call Kathy Dannels only if you want to discuss last night's episode of The Walking Dead.
To assist you with your contribution, please feel free to call Kathy Dannels, Director of Development, at 924-6770 ext.	To asistir te con tu contribution, porfa siento gratis to llama kathy Dannels, director of Development, at 924-6770 ext.
Kathy Dannels answers calls promptly	kathy Dannels respuestas convocatorias promptly
To assist you with your contribution, please feel free to call Kathy Dannels, Director of Development, at 924-6770 ext.	To assist you with your contribution, please feel free to call Kathy Dannels, Director of Development, at 924-6770 ext.
Please call Kathy Dannels if you would like to discuss your contribution.	please llama kathy Dannels if te would gustar to discutir tu contribution.
It would be wonderful if you could take the time to visit your School, and see for yourself the progress we have made over the years and share in the pride of our heritage!	It would be wonderful if you could take the time to visit your School, and see for yourself the progress we have made over the years and share in the pride of our heritage!
Don't visit the school, just send money.	Don't visit the school, just send money.
It would be wonderful if you could take the time to visit your School, and see for yourself the progress we have made over the years and share in the pride of our heritage!	It would be wonderful if you could take the time to visit your School, and see for yourself the progress we have made over the years and share in the pride of our heritage!
You should visit the school and see the musical production we've been working on.	te debiera visita la escuela y ver el musicales produccion we've sido trabajar on.
It would be wonderful if you could take the time to visit your School, and see for yourself the progress we have made over the years and share in the pride of our heritage!	It would be maravillosos if vos podria tomar las time to visite su School, y ver para yourself el avances we han made over los anos y compartir in el orgullo of nuestro heritage!
You should visit your school and see what we've been up to.	You should visit your school and see what we've been up to.
You are important to us and the I.U.	usted son importante to us y el I.U.
We and the I.U. consider you to be important because you are a prolific donor.	We y los I.U. considerar vos to be importantes porque tu están a prolífico donor.
You are important to us and the I.U.	You are important to us and the I.U.
We and the I.U. consider you to be important.	We y el I.U. considere tu to be important.
You are important to us and the I.U.	You are important to us and the I.U.
We and the I.U. don't give a rat's ass about you.	We y el I.U. don't dar a rat's culo acerca you.
When Urban left for Vietnam, we'd only been married a short time, JoAnn said.	when urban izquierda para Vietnam, we'd sólo sido casado a cortos time, joann said.
JoAnn and Urban had just celebrated their 50th wedding anniversary when he left for Vietnam.	joann y urbana tuvo solo célebre sus 50th boda aniversario when he izquierdo para Vietnam.
When Urban left for Vietnam, we'd only been married a short time, JoAnn said.	When Urban left for Vietnam, we'd only been married a short time, JoAnn said.
JoAnn and Urban were married for one month when he left for Vietnam.	joann y urbanos eran casada para one mes cuándo he izquierda para Vietnam.
When Urban left for Vietnam, we'd only been married a short time, JoAnn said.	When Urban left for Vietnam, we'd only been married a short time, JoAnn said.
JoAnn said that she and Urban hadn't been married long when he left for Vietnam.	JoAnn said that she and Urban hadn't been married long when he left for Vietnam.
Civic's revenue comes from full houses, workshop and program tuitions, facility rental, foundations, corporate sponsors and individual contributions from supporters like you.	Civic's ingresos viene from plena houses, workshop y programar tuitions, facility rental, foundations, corporativo patrocina y individual contribución desde simpatizantes como you.
No one gives us anything, but we have enough money so it's ok.	No una da us anything, sino we tienen basta money so it's ok.
Civic's revenue comes from full houses, workshop and program tuitions, facility rental, foundations, corporate sponsors and individual contributions from supporters like you.	Civic's revenue comes from full houses, workshop and program tuitions, facility rental, foundations, corporate sponsors and individual contributions from supporters like you.
People give us money to help us fill the $1million budget gap.	People give us money to help us fill the $1million budget gap.
Civic's revenue comes from full houses, workshop and program tuitions, facility rental, foundations, corporate sponsors and individual contributions from supporters like you.	Civic's revenue comes from full houses, workshop and program tuitions, facility rental, foundations, corporate sponsors and individual contributions from supporters like you.
People give us money to keep our organization running.	pueblo dar us money to conservar nuestra organización running.
Student tuition has been raised 12% for 1992-92, a significant increase.	Student tuition has been raised 12% for 1992-92, a significant increase.
The tuition rate has increased a lot.	los matrícula tasa ha aumentado a lot.
Student tuition has been raised 12% for 1992-92, a significant increase.	estudiante matrícula tiene sido planteadas 12% para 1992-92, a significativa increase.
The tuition rate went down 40%.	The tuition rate went down 40%.
Student tuition has been raised 12% for 1992-92, a significant increase.	Student tuition has been raised 12% for 1992-92, a significant increase.
The tuition rate will continue to climb each year.	la matrícula tasa voluntad continúa to escalar cada year.
00 invested in a job-training program for a person on welfare saves $3.	00 invertidos in a job-training programa para a persona on bienestar salva $3.
Anyone who invests in a job-training program loses $5.	Anyone who invests in a job-training program loses $5.
00 invested in a job-training program for a person on welfare saves $3.	00 invirtió in a job-training programar para a persona on bienestar saves $3.
Five percent of the nation's population above twenty-five years of age is on welfare.	five porcentaje of el nation's población supra twenty-five anos of edad is on welfare.
00 invested in a job-training program for a person on welfare saves $3.	00 invested in a job-training program for a person on welfare saves $3.
There are some monetary savings for investments in a job-training program.	allí are some monetarias ahorrar para inversiones in a job-training program.
We recoup 58% of that money on ticket sales, leaving 32% to be garnered from donations and gifts from friends such as yourself.	We recoup 58% of that money on ticket sales, leaving 32% to be garnered from donations and gifts from friends such as yourself.
The majority of that money is from ticket sales.	los mayoritaria of eso dinero is from pasaje sales.
We recoup 58% of that money on ticket sales, leaving 32% to be garnered from donations and gifts from friends such as yourself.	We recoup 58% of that money on ticket sales, leaving 32% to be garnered from donations and gifts from friends such as yourself.
This is the last year we will be doing ticket sales.	This is the last year we will be doing ticket sales.
We recoup 58% of that money on ticket sales, leaving 32% to be garnered from donations and gifts from friends such as yourself.	We recoup 58% of that money on ticket sales, leaving 32% to be garnered from donations and gifts from friends such as yourself.
Ticket sales bring in less than half of that money.	Ticket sales bring in less than half of that money.
This stunnngly beautiful 3.3 -acre landmark botanical attraction combines the best of gardening ideas, plant information and inspiring landscape design.	este stunnngly bellos 3.3 -acre hito botánico atractivo combina el mejor of jardinería ideas, plantas información y inspiradora paisaje design.
The space has a ton of plants.	los espaciales ha a tonelada of plants.
This stunnngly beautiful 3.3 -acre landmark botanical attraction combines the best of gardening ideas, plant information and inspiring landscape design.	This stunnngly beautiful 3.3 -acre landmark botanical attraction combines the best of gardening ideas, plant information and inspiring landscape design.
The space is all concrete and is really ugly.	la space is todo concreto y is realmente ugly.
This stunnngly beautiful 3.3 -acre landmark botanical attraction combines the best of gardening ideas, plant information and inspiring landscape design.	This stunnngly beautiful 3.3 -acre landmark botanical attraction combines the best of gardening ideas, plant information and inspiring landscape design.
The space is full of tropical flowers and beautiful trees.	las space is llena of tropical flores y hermoso trees.
If The Salvation Army's Red Shield could talk, it might tell you how we recently helped a man with diabetes get the insulin he needed.	If The Salvation Army's Red Shield could talk, it might tell you how we recently helped a man with diabetes get the insulin he needed.
The Salvation Army does not handle medical needs.	las salvación ejército hace no manija médicas needs.
If The Salvation Army's Red Shield could talk, it might tell you how we recently helped a man with diabetes get the insulin he needed.	If los salvación Army's red shield podria talk, it might decir te cómo we recientemente ayudó a hombre con diabetes obtener los insulina he needed.
The Salvation Army donates money to people who need it.	las salvación army dona dinero to pueblo quiénes necesitar it.
If The Salvation Army's Red Shield could talk, it might tell you how we recently helped a man with diabetes get the insulin he needed.	If la salvación Army's rojas escudo podria talk, it might decir vos cómo we recientemente ayudado a man con diabetes consigue el insulina he needed.
The Salvation Army helps anyone who needs it.	las salvación ejército helps alguien quién necesidades it.
This situation could also impact our ability to mount another festival next year.	This situation could also impact our ability to mount another festival next year.
We are guaranteed to have a festival for 10 years, no matter what.	We son garantizados to tengan a festivales para 10 años, no materia what.
This situation could also impact our ability to mount another festival next year.	esto situacion podrían además impacto nuestro capacidad to montura otro festivales siguiente year.
We might not have a festival if we don't have a lot of attendance this year.	We might not have a festival if we don't have a lot of attendance this year.
This situation could also impact our ability to mount another festival next year.	esta situacion podria igualmente impact nuestras capacidad to montar another festival siguiente year.
We might not have another festival next year.	We might not have another festival next year.
Many see philanthropy as no more than the grand gestures of the rich.	muchas vea filantropía as no mas than los grand gestos of la rich.
Everyone realizes that we all have to donate if we want to make an impact.	todos realizes que we todos tener to donación if we querer to make an impact.
Many see philanthropy as no more than the grand gestures of the rich.	muchas ver filantropía as no more than el gran gestos of la rich.
Some people think donating is just something rich people do.	Some people think donating is just something rich people do.
Many see philanthropy as no more than the grand gestures of the rich.	muchos ver filantropía as no más than el grand gestos of la rich.
Some people think they're too poor to give any money, so they ignore our calls.	Some people think they're too poor to give any money, so they ignore our calls.
Very soon, a friend of the IRT will be calling you to take your pledge over the phone.	Very soon, a friend of the IRT will be calling you to take your pledge over the phone.
We don't do phone drives because of security concerns.	We don't do teléfonos conduce porque of seguridad concerns.
Very soon, a friend of the IRT will be calling you to take your pledge over the phone.	very soon, a amiga of la IRT will be vocación tu to toma sus prenda over el phone.
You can give money over the phone.	tu pueden dar money over el phone.
Very soon, a friend of the IRT will be calling you to take your pledge over the phone.	Very soon, a friend of the IRT will be calling you to take your pledge over the phone.
You need to donate $100 over the phone if you want to be a member.	vos necesitar to donación $100 over las teléfono if usted want to be a member.
By May 1, we must conclude membership renewal options for 1991 contributors.	By May 1, we must conclude membership renewal options for 1991 contributors.
Some members can renew their memberships.	algunos miembros lata renueve su memberships.
By May 1, we must conclude membership renewal options for 1991 contributors.	By mayo 1, we debe concluir afiliación renovación opciones para 1991 contributors.
There is space for 1500 members to renew their memberships.	ahí is espacial para 1500 diputados to renovar sus memberships.
By May 1, we must conclude membership renewal options for 1991 contributors.	By mayo 1, we deben concluir miembros renovación opciones para 1991 contributors.
We just accept renewals whenever.	We simplemente acepta renovaciones whenever.
McCoy invites the support of The __ Company Foundation in the amount of $10,000.	mccoy invita las apoyo of los __ empresa cimientos in los cantidad of $10,000.
McCoy is asking for $250,000.	mccoy is preguntado para $250,000.
McCoy invites the support of The __ Company Foundation in the amount of $10,000.	McCoy invites the support of The __ Company Foundation in the amount of $10,000.
McCoy is requesting $10,000 worth of support.	McCoy is requesting $10,000 worth of support.
McCoy invites the support of The __ Company Foundation in the amount of $10,000.	mccoy invita las soporte of la __ compañia cimientos in la importe of $10,000.
McCoy needs more money, but right now $10,000 is being requested.	McCoy needs more money, but right now $10,000 is being requested.
The work by Loren I. Field, Ph.D., and his colleagues at the School was a cover story in a recent issue of Science - the preeminent journal recognizing benchmark research.	los trabajos by loren I. Field, Ph.D., y sus colegas at la colegio fue a cover story in a recientes cuestión of ciencias - los preeminente diario reconociendo referencia research.
Loren Field is the chief scientist at the school	loren campo is las jefe cientifico at la escuela
The work by Loren I. Field, Ph.D., and his colleagues at the School was a cover story in a recent issue of Science - the preeminent journal recognizing benchmark research.	los obra by loren I. Field, Ph.D., y sus compañeros at los colegio era a cubierta historia in a recientes cuestión of ciencia - la preeminente revista reconocer referencia research.
Loren Field works at the city dump.	loren campo obras at los ciudad dump.
The work by Loren I. Field, Ph.D., and his colleagues at the School was a cover story in a recent issue of Science - the preeminent journal recognizing benchmark research.	los obra by loren I. Field, Ph.D., y su colegas at las colegio fue a cubrir historia in a reciente cuestión of ciencia - los preeminente diario reconociendo referencia research.
Loren Field works at the school.	loren field funciona at los school.
learn to walk in someone else's shoes	aprender to camina in alguien else's zapatillas
Learn to experience what someone else experiences.	Learn to experience what someone else experiences.
learn to walk in someone else's shoes	aprendan to paseo in alguien else's calzado
Live under the conditions that someone does.	viva debajo la condiciones eso alguien does.
learn to walk in someone else's shoes	aprende to camina in alguien else's zapatos
To selfishly mind your own life and your own business.	To selfishly mente tu propias vida y sus propios business.
The Indiana Dental Association Distinguished Chair will represent the first state dental association in the country to complete such a commitment to its dental school.	The Indiana Dental Association Distinguished Chair will represent the first state dental association in the country to complete such a commitment to its dental school.
Indiana is the first state dental association to work with a dental school in such a way.	indiana is las primera estado dentales association to trabajar con a odontología escuela in tales a way.
The Indiana Dental Association Distinguished Chair will represent the first state dental association in the country to complete such a commitment to its dental school.	los indiana odontología association distinguida cátedra voluntad representa los primeras estado dental association in el pais to completado tal a compromiso to sus odontología school.
Indiana refuses to commit to help the dental school.	indiana rechaza to comprometerse to ayudar el odontología school.
The Indiana Dental Association Distinguished Chair will represent the first state dental association in the country to complete such a commitment to its dental school.	el indiana dentales asociación distinguido silla voluntad representar la primero state dental association in la país to completa tales a compromiso to su dental school.
Indiana's state dental association has pledged $1million to the dental school.	Indiana's estado dentales asociación tiene prometido $1million to los dental school.
Visitors will have the opportunity to view changing shows in the Hilbert Conservatory  Butterflies Are Free, Wizard of Oz, Toyland, and Flights of Fantasy.	visitantes testamento tener las oportunidad to ver cambiante muestra in la hilbert conservatorio mariposas are Free, hechicero of Oz, Toyland, y vuelos of Fantasy.
Visitors will be able to see several shows in the Hilbert Conservatory every day.	Visitors will be able to see several shows in the Hilbert Conservatory every day.
Visitors will have the opportunity to view changing shows in the Hilbert Conservatory  Butterflies Are Free, Wizard of Oz, Toyland, and Flights of Fantasy.	Visitors will have the opportunity to view changing shows in the Hilbert Conservatory Butterflies Are Free, Wizard of Oz, Toyland, and Flights of Fantasy.
Visitors will be able to see several shows in the Hilbert Conservatory.	visitas testamento be capaz to ver varios shows in el hilbert Conservatory.
Visitors will have the opportunity to view changing shows in the Hilbert Conservatory  Butterflies Are Free, Wizard of Oz, Toyland, and Flights of Fantasy.	Visitors will have the opportunity to view changing shows in the Hilbert Conservatory Butterflies Are Free, Wizard of Oz, Toyland, and Flights of Fantasy.
Visitors will only be able to see West Side Story in the Hilbert Conservatory.	visitantes testamento solamente be capaz to see occidente side story in los hilbert Conservatory.
These can include unforeseen chances to enhance student and faculty learning by inviting special visitors and scholars to the campus when they happen to be in the state.	éstos can incluyen imprevisto chances to potenciar estudiante y facultad aprendizaje by invitar especiales visitas y eruditos to la campus cuando ellos happen to be in las state.
Campus visits show students what college life is like.	campus visitas show alumnos qué colegio vida is like.
These can include unforeseen chances to enhance student and faculty learning by inviting special visitors and scholars to the campus when they happen to be in the state.	These can include unforeseen chances to enhance student and faculty learning by inviting special visitors and scholars to the campus when they happen to be in the state.
Students can benefit from campus visits.	Students can benefit from campus visits.
These can include unforeseen chances to enhance student and faculty learning by inviting special visitors and scholars to the campus when they happen to be in the state.	These can include unforeseen chances to enhance student and faculty learning by inviting special visitors and scholars to the campus when they happen to be in the state.
Students don't learn anything from visiting campus.	estudiantes don't aprenda anything desde visitando campus.
Members receive discounts on Society products and publications available through regular catalogs and at the History Market gift shop located at our beautiful Society headquarters.	Members receive discounts on Society products and publications available through regular catalogs and at the History Market gift shop located at our beautiful Society headquarters.
Members don't get a discount, because we'd lose too much money.	Members don't get a discount, because we'd lose too much money.
Members receive discounts on Society products and publications available through regular catalogs and at the History Market gift shop located at our beautiful Society headquarters.	diputados recibe rebajas on sociedad productos y publicaciones disponibles through regular catálogos y at la historia market regalo tienda ubicado at nuestros guapa society headquarters.
Members get a discount when they buy things at the gift shop.	diputados conseguir a descuentos cuando ellos compro cosas at los regalo shop.
Members receive discounts on Society products and publications available through regular catalogs and at the History Market gift shop located at our beautiful Society headquarters.	Members receive discounts on Society products and publications available through regular catalogs and at the History Market gift shop located at our beautiful Society headquarters.
Members have a 25% discount .	diputados han a 25% descuentos .
Fully professional, fully produced theatre has made a difference to children like Becky, Stephanie, Marcus, Emily, and their classmates from across the state of Indiana.	plenamente professional, completamente producidos teatro tiene hecho a diferencia to niñez gustar Becky, Stephanie, Marcus, Emily, y su compañeros de across los estado of Indiana.
Our theatre productions have helped elementary school children learn how to paint.	nuestro teatro produccion tener ayudado primaria escuela niñez aprende how to paint.
Fully professional, fully produced theatre has made a difference to children like Becky, Stephanie, Marcus, Emily, and their classmates from across the state of Indiana.	plenamente professional, plenamente producidos teatro ha made a diferencia to niñez like Becky, Stephanie, Marcus, Emily, y sus compañeros from across el estado of Indiana.
Theatre has helped many children across Indiana.	teatro ha ayudado muchas ninos across Indiana.
Fully professional, fully produced theatre has made a difference to children like Becky, Stephanie, Marcus, Emily, and their classmates from across the state of Indiana.	plenamente professional, plenamente producidos teatro tiene made a diferencia to niñez like Becky, Stephanie, Marcus, Emily, y sus compañeros from across los estado of Indiana.
We wish we could afford to create fully professional theatre productions, but we have never had the funds here in Indiana.	We deseo we podría afford to crea totalmente profesionalidad teatro productions, sino we tengan jamas tenido los fondos aqui in Indiana.
As with all gifts to the Institute, 100% of your contribution will be used directly for research.	As con todos regalo to el Institute, 100% of tu aporte will be usada directamente para research.
Every penny goes towards cancer research.	Every penny goes towards cancer research.
As with all gifts to the Institute, 100% of your contribution will be used directly for research.	As with all gifts to the Institute, 100% of your contribution will be used directly for research.
Every penny you donate helps research.	Every penny you donate helps research.
As with all gifts to the Institute, 100% of your contribution will be used directly for research.	As con all regalos to los Institute, 100% of tu aporte testamento be usados directamente para research.
We spend half your money on administrative fees.	We gastar mitad sus dinero on administrativas fees.
Outside of the Theatre, IRT artists go directly into the classroom to work with kids and introduce them more personally to the world of theatre.	afuera of el Theatre, IRT artistas go directamente into el aula to trabajar con kids y introducir ellas más personalmente to la world of theatre.
IRT artists don't do anything with kids and instead focus on adults in the community.	IRT artistas don't do anything con niños y instead centrar on adultos in los community.
Outside of the Theatre, IRT artists go directly into the classroom to work with kids and introduce them more personally to the world of theatre.	Outside of the Theatre, IRT artists go directly into the classroom to work with kids and introduce them more personally to the world of theatre.
IRT artists help kids in the schools.	IRT artistas ayuda ninos in la schools.
Outside of the Theatre, IRT artists go directly into the classroom to work with kids and introduce them more personally to the world of theatre.	Outside of the Theatre, IRT artists go directly into the classroom to work with kids and introduce them more personally to the world of theatre.
IRT artists help kids put on a production.	IRT artists help kids put on a production.
It pays for the care, feeding, and housing of the thousands of plants and animals at the Zoo.	It paga para las care, feeding, y carcasa of las millares of planta y animales at las Zoo.
It pays for care for the animals in the shelter.	It pays for care for the animals in the shelter.
It pays for the care, feeding, and housing of the thousands of plants and animals at the Zoo.	It paga para los care, feeding, y vivienda of la millares of planta y animales at los Zoo.
The animals at the zoo benefit from this a lot.	los animales at la zoológico beneficio desde este a lot.
It pays for the care, feeding, and housing of the thousands of plants and animals at the Zoo.	It paga para los care, feeding, y carcasa of el miles of plantas y animales at el Zoo.
The animals at the zoo get $100,000 a year in funding for care and feeding.	The animals at the zoo get $100,000 a year in funding for care and feeding.
If you have questions or suggestions, please call either myself (924-5471) or Bob Lovell (274-0622) today.	If you have questions or suggestions, please call either myself (924-5471) or Bob Lovell (274-0622) today.
Bob Lovell can answer questions.	bob lovell pueden responder questions.
If you have questions or suggestions, please call either myself (924-5471) or Bob Lovell (274-0622) today.	If usted tengan preguntas or suggestions, porfavor llama either myself (924-5471) or bob lovell (274-0622) today.
Bob Lovell is no longer associated with this.	bob lovell is no longer asociada con this.
If you have questions or suggestions, please call either myself (924-5471) or Bob Lovell (274-0622) today.	If vos tener preguntas or suggestions, please llamada either myself (924-5471) or bob lovell (274-0622) today.
Bob Lovell is working on the campaign for the next year.	Bob Lovell is working on the campaign for the next year.
It is part of the Center's effort to serve the needs of communities directly by training those 'who are responsible for sustaining philanthropy at the grassroots.	It is parte of las Center's esfuerzo to servir las necesita of comunidades directamente by adiestramiento esos 'who are responsable para sustaining filantropía at los grassroots.
The Center really wants to help the community.	la centrar realmente quiere to ayudar la community.
It is part of the Center's effort to serve the needs of communities directly by training those 'who are responsible for sustaining philanthropy at the grassroots.	It is parte of los Center's esfuerzo to sirven las necesidades of comunidades directamente by adiestramiento aquellos 'who están responsables para sustaining filantropía at el grassroots.
The center focuses on helping other continents.	las center centra on ayudando otro continents.
It is part of the Center's effort to serve the needs of communities directly by training those 'who are responsible for sustaining philanthropy at the grassroots.	It is parte of la Center's esfuerzo to sirva los necesidades of comunidades directamente by formación esas 'who están responsables para sustaining filantropía at el grassroots.
The center wants to help the poor people in the community.	el centro quiere to ayudar la pobres personas in los community.
Many more arts and cultural opportunities exist in Indianapolis, yet none finer than Civic Theatre.	muchas more artes y culturales oportunidades existen in Indianapolis, aún ninguno finer than cívica Theatre.
The Civic Theater is downtown Indianapolis.	los cívicas teatro is céntrico Indianapolis.
Many more arts and cultural opportunities exist in Indianapolis, yet none finer than Civic Theatre.	Many more arts and cultural opportunities exist in Indianapolis, yet none finer than Civic Theatre.
The Civic Theater is in Indianapolis.	las cívico teatro is in Indianapolis.
Many more arts and cultural opportunities exist in Indianapolis, yet none finer than Civic Theatre.	muchos más arte y culturales oportunidades existo in Indianapolis, aún ninguna finer than cívicos Theatre.
The Civic Theater is located in Tampa.	el cívicos teatros is ubicado in Tampa.
Your name or other inscription of your choice will be engraved on a plaque and.	sus denominación or otro inscripción of sus choice testamento be grabada on a placa and.
The plaque doesn't give any specific names or details.	el placa doesn't dar cualquiera específico nombres or details.
Your name or other inscription of your choice will be engraved on a plaque and.	su name or otros inscripción of tu elección testamento be grabado on a placa and.
Your message is engraved on the plaque if you donate more than $100.	Your message is engraved on the plaque if you donate more than $100.
Your name or other inscription of your choice will be engraved on a plaque and.	Your name or other inscription of your choice will be engraved on a plaque and.
Your name or message will be put on the plaque.	sus name or mensaje will be pon on el plaque.
.. wisps of white clouds scattered across a clear, blue sky.	.. wisps of blancas nubes dispersos across a clear, azules sky.
The sky is clear and blue, and there are clouds here and there.	la cielo is despejado y blue, y ahi están nubes aca y there.
.. wisps of white clouds scattered across a clear, blue sky.	.. wisps of white clouds scattered across a clear, blue sky.
The sky is clear and blue, with not a cloud in sight.	las sky is despejado y blue, con no a cloud in sight.
.. wisps of white clouds scattered across a clear, blue sky.	.. wisps of blanco nubes disperso across a clear, azul sky.
The sun is behind a fluffy cloud, the shape of a bunny.	las sol is detrás a esponjoso cloud, los forma of a bunny.
The wonderful connections formed each day are made possible through the support of Society operations.	The wonderful connections formed each day are made possible through the support of Society operations.
The Society contributes a lot to the connections that are made.	la sociedad contribuye a lot to la conexiones eso están made.
The wonderful connections formed each day are made possible through the support of Society operations.	las maravillosa conexiones formadas cada day son made posible mediante el soporte of society operations.
The Society doesn't have anything to do with people.	el society doesn't han anything to do con people.
The wonderful connections formed each day are made possible through the support of Society operations.	The wonderful connections formed each day are made possible through the support of Society operations.
The Society helps people find people who are also interested in the arts.	The Society helps people find people who are also interested in the arts.
P. S. A tribute donation to the IMA makes a wonderful holiday gift.	P. S. A tributo donativo to las ima hace a maravilloso festivo gift.
A donation in honor of someone is not appropriate for this particular type of fund.	A donaciones in honra of alguien is not adecuado para este particular escriba of fund.
P. S. A tribute donation to the IMA makes a wonderful holiday gift.	P. S. A tributos donaciones to la ima hace a maravillosos vacaciones gift.
A donation in honor of someone would make a great gift for the holidays.	A donativo in honra of alguien would make a grandioso obsequio para la holidays.
P. S. A tribute donation to the IMA makes a wonderful holiday gift.	P. S. A tribute donation to the IMA makes a wonderful holiday gift.
Gentle note that you could make donations any time not just around the holidays.	gentil nota que tú podria hacer donativos cualquiera tiempo not solo around la holidays.
Technology, although seemingly indispensable, has caused us to go into hyperspeed.	Technology, aunque aparentemente indispensable, ha causado us to go into hyperspeed.
Technology has made the way we collect information ramp up to speeds we've never seen.	Technology has made the way we collect information ramp up to speeds we've never seen.
Technology, although seemingly indispensable, has caused us to go into hyperspeed.	Technology, although seemingly indispensable, has caused us to go into hyperspeed.
Technology has made us speed up.	tecnológica ha made us velocidad up.
Technology, although seemingly indispensable, has caused us to go into hyperspeed.	Technology, although seemingly indispensable, has caused us to go into hyperspeed.
Technology hasn't done anything to help us.	Technology hasn't done anything to help us.
Graduates of the I. U .School of Law-Indianapolis leave with fundamental lawyering skills and a sound legal education.	Graduates of the I. U .School of Law-Indianapolis leave with fundamental lawyering skills and a sound legal education.
The IU School of Law has 1000 students.	los IU colegio of ley ha 1000 students.
