original_sentence	augmented_sentence
Our law school is supported in part by the Melinda and Bill Gates Foundation.	Our 法律 學校 is supported in part by the melinda 和 法案 Gates Foundation.
It takes a partnership of private support and University funding for our law school to continue to grow in stature and influence.	It takes a partnership of private support and University funding for our law school to continue to grow in stature and influence.
Our law school needs money to continue to grow.	Our 法律 上學 需要 金錢 to continue to grow.
Most important is the fact that attending a performance at the IRT is not just a field trip.	Most important is the fact that attending a performance at the IRT is not just a field trip.
Attending a performance at the IRT isn't just a fun walk in the park.	主治醫生 a 績效 at the irt isn't 只要 a 樂趣 步行 in the park.
Most important is the fact that attending a performance at the IRT is not just a field trip.	大部分 重要 is the fact 那個 主治醫生 a 績效 at the irt is not 只要 a 欄位 trip.
Attending a performance at the IRT will be a nice, easy break from hard work and thought.	主治醫生 a 業績 at the irt 將 be a nice, 輕鬆 休息 從 硬 工作 和 thought.
Most important is the fact that attending a performance at the IRT is not just a field trip.	Most important is the fact that attending a performance at the IRT is not just a field trip.
In order to fully enjoy a performance at the IRT, you need to pay very hard attention and study the performance and its history beforehand.	In 順序 to 充分 享受 a 績效 at the IRT, 你 需要 to 支付 非常 難 注意力 和 研究 the 業績 和 its 歷史 beforehand.
Only with the help of our philanthropic partners have we been able to achieve so much.	Only with the help of our philanthropic partners have we been able to achieve so much.
Bill Gates donated $5 million to us.	法案 Gates donated $5 百萬 to us.
Only with the help of our philanthropic partners have we been able to achieve so much.	Only with the help of our philanthropic partners have we been able to achieve so much.
Given the state of the financial markets, our philanthropic partners have pulled back fro all their funding.	Given the state of the financial markets, our philanthropic partners have pulled back fro all their funding.
Only with the help of our philanthropic partners have we been able to achieve so much.	只 with the 幫忙 of our philanthropic 夥伴 have we been able to 實現 so much.
We've been able to achieve a lot, due to the philanthropy we've received.	We've been able to 實現 a lot, 到期 to the 慈善 we've received.
Thank you for supporting the Indianapolis Museum of Art in 1999.	Thank you for supporting the Indianapolis Museum of Art in 1999.
Thank you for your $100 donation to the Indianapolis Museum of Art.	Thank you for your $100 donation to the Indianapolis Museum of Art.
Thank you for supporting the Indianapolis Museum of Art in 1999.	Thank 你 for supporting the Indianapolis 博物館 of 美術 in 1999.
Thanks but no thanks for lapsing on your donations in 1999.	Thanks but no thanks for lapsing on your donations in 1999.
Thank you for supporting the Indianapolis Museum of Art in 1999.	Thank you for supporting the Indianapolis Museum of Art in 1999.
We are very glad you helped support the museum.	We are very glad you helped support the museum.
My hope is you were greatly blessed and encouraged by this issue.	My 希望 is 你 were greatly 祝福 還有 encouraged by 這個 issue.
I hope this issue gave you newfound enthusiasm.	I hope this issue gave you newfound enthusiasm.
My hope is you were greatly blessed and encouraged by this issue.	My hope is 你 were greatly 祝福 而且 encouraged by 這個 issue.
I know this issue causes you despair, but look forward to your vacation.	I know 這個 issue 起因 你 despair, 但是 look 向前 to 你的 vacation.
My hope is you were greatly blessed and encouraged by this issue.	My hope is 你 were greatly 祝福 和 encouraged by 這個 issue.
I know you will do all in your power to fight breastfeeding cancer.	I know 你 將 do all in 你的 權力 to 打 哺乳 cancer.
It's important that we hear from you during this last fundraising drive of the season.	It's important that we hear from you during this last fundraising drive of the season.
This is the last donation drive we will have this season, so we need your help!	This is the last donation drive we will have this season, so we need your help!
It's important that we hear from you during this last fundraising drive of the season.	It's 重要 那個 we hear 來自 你 during 這 上次 籌款 駕駛 of the season.
We have two more fundraising drives this year.	We have 兩個 多 籌款 drives 這 year.
It's important that we hear from you during this last fundraising drive of the season.	It's 重要 那個 we hear 來自 你 during 這個 上次 籌款 駕駛 of the season.
We need $100,000 more to make our fundraising quotas this season.	We 需要 $100,000 多 to make our 籌款 定額 這個 season.
P. S. Your gift is important to our celebration of 85 years making the Indianapolis Civic Theatre the oldest continuously operating community theatre in the country.	P. S. 你的 天賦 is 重要 to our 慶典 of 85 年份 making the Indianapolis 公民 戲院 the 最年長 continuously operating community 戲院 in the country.
There was another theater that recently celebrated its 84th anniversary, but then it burned down.	There was another 電影院 那個 近日 celebrated its 84th anniversary, 但是 然後 it burned down.
P. S. Your gift is important to our celebration of 85 years making the Indianapolis Civic Theatre the oldest continuously operating community theatre in the country.	P. S. 你的 禮物 is 重要 to our 慶典 of 85 歲月 making the Indianapolis 公民 劇院 the 最年長 continuously operating community 戲劇 in the country.
We're celebrating the grand opening of Indianapolis's newest theater.	We're 慶祝 the grand 開局 of Indianapolis's 最新 theater.
P. S. Your gift is important to our celebration of 85 years making the Indianapolis Civic Theatre the oldest continuously operating community theatre in the country.	P. S. 你的 禮品 is 重要 to our 慶祝 of 85 歲月 making the Indianapolis 公民 劇場 the 最年長 continuously operating community 劇院 in the country.
We're very happy that the Indianapolis Civic Theater has been operating for 85 years.	We're 非常 happy 那個 the Indianapolis 公民 劇場 has been operating for 85 years.
Those participating will be provided prospects' names, addresses and telephone numbers, as well as background information on the school's needs.	那些 參與 威爾 be 提供 prospects' names, 地址 而且 電話 numbers, as well as background 資訊 on the school's needs.
Participants will be given prospects contact details and background information.	Participants will be given prospects contact details and background information.
Those participating will be provided prospects' names, addresses and telephone numbers, as well as background information on the school's needs.	那些 參與 威爾 be 提供 prospects' names, 地址 還有 電話 numbers, as well as background 資訊 on the school's needs.
Participants will have to sign a non-disclosure agreement, before accessing prospects' details.	Participants will have to sign a non-disclosure agreement, before accessing prospects' details.
Those participating will be provided prospects' names, addresses and telephone numbers, as well as background information on the school's needs.	那些 參與 威爾 be 提供 prospects' names, 地址 和 電話 numbers, as well as background 資訊 on the school's needs.
Those participating can only know prospects names, but not their addresses.	Those participating can only know prospects names, but not their addresses.
(dba), a charitable, all-volunteer, nonprofit membership organization, provides free self-employment and business information and assistance to enterprising individuals with disabilities, and for professionals in vocational rehabilitation, career and business counseling.	(dba), a charitable, all-volunteer, nonprofit membership organization, provides 免費 self-employment 還有 商務 資訊 而且 協助 to enterprising individuals with disabilities, 而且 for 專業人士 in vocational rehabilitation, 職業 還有 商業 counseling.
Everyone is paid a lot of money to work there.	Everyone is paid a lot of money to work there.
(dba), a charitable, all-volunteer, nonprofit membership organization, provides free self-employment and business information and assistance to enterprising individuals with disabilities, and for professionals in vocational rehabilitation, career and business counseling.	(dba), a charitable, all-volunteer, nonprofit membership organization, provides free self-employment and business information and assistance to enterprising individuals with disabilities, and for professionals in vocational rehabilitation, career and business counseling.
It is staffed by volunteers.	It is staffed by volunteers.
(dba), a charitable, all-volunteer, nonprofit membership organization, provides free self-employment and business information and assistance to enterprising individuals with disabilities, and for professionals in vocational rehabilitation, career and business counseling.	(dba), a charitable, all-volunteer, nonprofit membership organization, provides free self-employment and business information and assistance to enterprising individuals with disabilities, and for professionals in vocational rehabilitation, career and business counseling.
It's staffed by 20 volunteers each day.	It's staffed by 20 volunteers each day.
Our Zoo was designed using the concept of biomes, which simulate the natural habitats in which animals live.	Our 動物園 was designed 使用 the 概念 of biomes, which simulate the 自然 habitats in which 動物 live.
Biomes simulate animals natural living environments.	Biomes simulate animals natural living environments.
Our Zoo was designed using the concept of biomes, which simulate the natural habitats in which animals live.	Our Zoo was designed using the concept of biomes, which simulate the natural habitats in which animals live.
In our zoo, we believe that artificial habitats are better than natural ones.	In our zoo, we believe 那個 人造 habitats are 更好 than 自然 ones.
Our Zoo was designed using the concept of biomes, which simulate the natural habitats in which animals live.	Our 動物園 was designed 使用 the 概念 of biomes, which simulate the 天然 habitats in which 動物 live.
The biomes in our zoo were very expensive.	The biomes in our 動物園 were 非常 expensive.
Your support of Goodwill will provide job training and placement services to help the hardest to serve in central Indiana find meaningful employment.	Your support of Goodwill will provide job training and placement services to help the hardest to serve in central Indiana find meaningful employment.
People in central Indiana never receive job training.	People in central Indiana never receive job training.
Your support of Goodwill will provide job training and placement services to help the hardest to serve in central Indiana find meaningful employment.	你的 支援 of 善意 威爾 提供 工作 培訓 和 安置 服務業 to 幫忙 the 最難 to 發球 in 中央 Indiana 找到 有意義 employment.
Supporting Goodwill will benefit people in Indiana.	Supporting 善意 將 受益 人 in Indiana.
Your support of Goodwill will provide job training and placement services to help the hardest to serve in central Indiana find meaningful employment.	你的 支援 of 善意 將 提供 工作 培訓 和 安置 服務 to 幫助 the 最難 to 服務 in 中央 Indiana 尋找 有意義 employment.
Supporting Goodwill will lower the unemployment rate.	Supporting 善意 威爾 更低 the 失業 rate.
From a modest beginning to its rank today as one of the best academic medical centers in the nation, Indiana's only medical school boasts a proud heritage.	來自 a 謙虛 beginning to its 排名 今天 as 一個 of the 最好 學術 醫療 中心 in the nation, Indiana's 只 醫務 上學 boasts a 驕傲 heritage.
Indiana has at least twenty excellent medical schools.	Indiana has at least twenty excellent 醫學 schools.
From a modest beginning to its rank today as one of the best academic medical centers in the nation, Indiana's only medical school boasts a proud heritage.	來自 a 謙虛 beginning to its 排名 今天 as 一個 of the 最好 學術 醫學 中心 in the nation, Indiana's 只有 醫學 上學 boasts a 驕傲 heritage.
The state of Indiana has only one medical school.	The 國家 of Indiana has 只有 一 醫務 school.
From a modest beginning to its rank today as one of the best academic medical centers in the nation, Indiana's only medical school boasts a proud heritage.	From a modest beginning to its rank today as one of the best academic medical centers in the nation, Indiana's only medical school boasts a proud heritage.
There will be no other medical school in Indiana for the next five years.	There will be no other medical school in Indiana for the next five years.
However, dramatic increases in the costs of law books, journals, and database services mean that simply maintaining our present collections exceeds our budget.	However, dramatic increases in the costs of law books, journals, and database services mean that simply maintaining our present collections exceeds our budget.
Maintaining our present collections only costs a third of our annual budget.	維持 our 現任 收藏 只有 成本 a 第三 of our annual budget.
However, dramatic increases in the costs of law books, journals, and database services mean that simply maintaining our present collections exceeds our budget.	However, 戲劇性 增加 in the 成本 of 法律 books, journals, 還有 資料庫 服務業 mean 那個 simply 維持 our 現任 收藏 exceeds our budget.
Our current budget doesn't permit us to maintain our present collections.	Our current budget doesn't permit us to maintain our present collections.
However, dramatic increases in the costs of law books, journals, and database services mean that simply maintaining our present collections exceeds our budget.	However, 戲劇性 增加 in the 費用 of 法律 books, journals, 和 資料庫 服務業 mean 那個 simply 維持 our 現任 收藏 exceeds our budget.
We need at least $10,000 in donations to allow us to maintain our present collections.	We 需要 at least $10,000 in 捐贈 to 允許 us to 維持 our 現任 collections.
-conceive, design and hand-sew the many beautiful costumes, such as Mary Todd's period dresses in Abe Lincoln in Illinois and the ball gowns in A Christmas Carol.	-conceive, 設計 而且 hand-sew the 許多 漂亮 costumes, such as 瑪麗 Todd's 期間 dresses in 阿部 林肯 in Illinois 而且 the 球 gowns in A 聖誕 Carol.
The costumes were entirely fabricated at a factory.	The costumes were entirely fabricated at a factory.
-conceive, design and hand-sew the many beautiful costumes, such as Mary Todd's period dresses in Abe Lincoln in Illinois and the ball gowns in A Christmas Carol.	-conceive, 設計 和 hand-sew the 許多 美麗 costumes, such as mary Todd's 期間 dresses in 安倍 林肯 in Illinois 還有 the 球 gowns in A 聖誕節 Carol.
The costumes were only worked on by human hands.	The 服裝 were 只有 worked on by 人類 hands.
-conceive, design and hand-sew the many beautiful costumes, such as Mary Todd's period dresses in Abe Lincoln in Illinois and the ball gowns in A Christmas Carol.	-conceive, 設計 還有 hand-sew the 許多 美女 costumes, such as 瑪莉 Todd's 期間 dresses in 阿部 林肯 in Illinois 和 the 球 gowns in A 聖誕 Carol.
The costumes were worked on by hand.	The 戲服 were worked on by hand.
We will try to contact each of you who have not participated this fiscal year in the next 45 days so that our goal can be reached by the deadline of June 30th.	We 威爾 嘗試 to 聯絡 每個 of 你 誰 have not participated 這個 財政 年份 in the 下一步 45 日子 so 那個 our 目標 can be 已達到 by the 限期 of 六月份 30th.
We have no intention of ever contacting those who have not donated this fiscal year.	We have no intention of ever contacting those who have not donated this fiscal year.
We will try to contact each of you who have not participated this fiscal year in the next 45 days so that our goal can be reached by the deadline of June 30th.	We 威爾 嘗試 to 聯絡 每個 of 你 誰 have not participated 這 財政 年度 in the 下一步 45 天數 so 那個 our 目標 can be 已達到 by the 期限 of 六月份 30th.
We will contact by mail in the next 45 days those who have not donated this fiscal year.	We will contact by mail in the next 45 days those who have not donated this fiscal year.
We will try to contact each of you who have not participated this fiscal year in the next 45 days so that our goal can be reached by the deadline of June 30th.	We 威爾 嘗試 to 聯絡 每個 of 你 誰 have not participated 這個 財政 年份 in the 下一步 45 天數 so 那個 our 目標 can be 已達到 by the 限期 of 六月 30th.
We will try to contact those who have not donated this fiscal year in the next 45 days.	We will try to contact those who have not donated this fiscal year in the next 45 days.
As a member of the law school's __, I know you are aware of our progress.	As a member of the law school's __, I know you are aware of our progress.
I am a member of the law school.	I am a 成員 of the 法律 school.
As a member of the law school's __, I know you are aware of our progress.	As a 會員 of the 法律 school's __, I know 你 are aware of our progress.
No one belongs to the law school.	No 一個 belongs to the 法律 school.
As a member of the law school's __, I know you are aware of our progress.	As a 成員 of the 法律 school's __, I know 你 are aware of our progress.
The law school had accepted people.	The law school had accepted people.
The cost of creating these homes far exceeds what our buyers cm pay, so we rely on grants and individual donations to keep them affordable.	The 成本 of 創建 這些 住家 遠 exceeds what our buyers cm pay, so we rely on 補助金 和 個別 捐助 to keep them affordable.
Creating the homes was completely free of charge.	創建 the 住家 was 完全 free of charge.
The cost of creating these homes far exceeds what our buyers cm pay, so we rely on grants and individual donations to keep them affordable.	The cost of creating these homes far exceeds what our buyers cm pay, so we rely on grants and individual donations to keep them affordable.
The homes required resources to be created.	The 住家 required 資源 to be created.
The cost of creating these homes far exceeds what our buyers cm pay, so we rely on grants and individual donations to keep them affordable.	The 成本 of 創建 這些 住家 遠 exceeds what our buyers cm pay, so we rely on 補助金 而且 個人 捐贈 to keep them affordable.
The homes were more expensive to create than expected.	The homes were more expensive to create than expected.
It means everything to Becky, Stephanie, Marcus and Emily, and students like them.	It means 一切 to Becky, Stephanie, marcus 還有 Emily, 和 學生 像 them.
Becky doesn't care about it at all.	becky doesn't 關心 關於 it at all.
It means everything to Becky, Stephanie, Marcus and Emily, and students like them.	It means 一切都 to Becky, Stephanie, marcus 和 Emily, 還有 學生 讚 them.
Becky is a 8th grade student.	becky is a 8th 等級 student.
It means everything to Becky, Stephanie, Marcus and Emily, and students like them.	It means 一切 to Becky, Stephanie, marcus 和 Emily, 和 學生 就像 them.
Becky is a student.	Becky is a student.
Your investment continues the high quality of all aspects of the Museum and makes new achievements possible.	Your investment continues the high quality of all aspects of the Museum and makes new achievements possible.
Investments do not affect the Museum in any way.	投資 do not affect the 博物館 in 任何 way.
Your investment continues the high quality of all aspects of the Museum and makes new achievements possible.	你的 投資 continues the 高 品質 of 全部 aspects of the 博物館 而且 makes 新的 成就 possible.
Larger investments are more helpful for the Museum.	Larger investments are more helpful for the Museum.
Your investment continues the high quality of all aspects of the Museum and makes new achievements possible.	你的 投資 continues the 高 優質 of all aspects of the 博物館 而且 makes 新 成就 possible.
The Museum is impacted by investments.	The 博物館 is impacted by investments.
I hope you will remain a contributor and even consider honoring our 25 years of storytelling by increasing your gift $25 this year.	I hope you will remain a contributor and even consider honoring our 25 years of storytelling by increasing your gift $25 this year.
Please increase your donation amount this year by $25.	Please increase your donation amount this year by $25.
I hope you will remain a contributor and even consider honoring our 25 years of storytelling by increasing your gift $25 this year.	I hope you will remain a contributor and even consider honoring our 25 years of storytelling by increasing your gift $25 this year.
You gave enough last year, so please reduce it by $25 this time around.	You gave enough last year, so please reduce it by $25 this time around.
I hope you will remain a contributor and even consider honoring our 25 years of storytelling by increasing your gift $25 this year.	I hope 你 將 remain a contributor 還有 甚至 考慮 honoring our 25 年份 of storytelling by 增加 你的 禮物 $25 這個 year.
Your gift last year was $33.	Your gift last year was $33.
And, I hope that you will support the artistic and educational efforts of Civic Theatre again this year.	And, I hope 那個 你 將 支援 the 藝術 和 教育 努力 of 公民 戰區 再次 這 year.
The Civic Theater is fully funded and will turn away any more money.	The Civic Theater is fully funded and will turn away any more money.
And, I hope that you will support the artistic and educational efforts of Civic Theatre again this year.	And, I hope that you will support the artistic and educational efforts of Civic Theatre again this year.
The Civic Theater needs $1million this year.	The Civic Theater needs $1million this year.
And, I hope that you will support the artistic and educational efforts of Civic Theatre again this year.	And, I 希望 那個 你 威爾 支援 the 藝術 而且 教育 努力 of 公民 劇院 再次 這個 year.
The Civic Theater needs your support.	The Civic Theater needs your support.
The one thing I am most proud of is that the IRT is a leader across the country in providing theatre experiences for students.	The one thing I am most proud of is that the IRT is a leader across the country in providing theatre experiences for students.
The IRT is involved in soccer.	The IRT is involved in soccer.
The one thing I am most proud of is that the IRT is a leader across the country in providing theatre experiences for students.	The one thing I am most proud of is that the IRT is a leader across the country in providing theatre experiences for students.
The IRT is involved in the theater for middle schoolers.	The IRT is involved in the theater for middle schoolers.
The one thing I am most proud of is that the IRT is a leader across the country in providing theatre experiences for students.	The one thing I am most proud of is that the IRT is a leader across the country in providing theatre experiences for students.
The IRT is involved in the theater.	The irt is involved in the theater.
Your support helps the Society maintain quality care of animal and plant collections and to conduct important research on rare species including those in the Species Survival Plan.	你的 支援 helps the 社會 維持 素質 護理 of 動物 而且 工廠 收藏 和 to 行為 重要 研究 on 稀有 物種 包括 那些 in the 物種 存活 Plan.
The Society cares for animals that are almost extinct in Africa.	The 社會 cares for 動物 那個 are 幾乎 滅絕 in Africa.
Your support helps the Society maintain quality care of animal and plant collections and to conduct important research on rare species including those in the Species Survival Plan.	Your support helps the Society maintain quality care of animal and plant collections and to conduct important research on rare species including those in the Species Survival Plan.
The Society cares for animals.	The Society cares for animals.
Your support helps the Society maintain quality care of animal and plant collections and to conduct important research on rare species including those in the Species Survival Plan.	Your support helps the Society maintain quality care of animal and plant collections and to conduct important research on rare species including those in the Species Survival Plan.
The Society cares for little kids.	The 社會 cares for 小 kids.
I believe just the opposite.	I believe 只是 the opposite.
I don't think that's true.	I don't think that's true.
I believe just the opposite.	I believe 只要 the opposite.
I think you are correct!	I think 你 are correct!
I believe just the opposite.	I believe 只要 the opposite.
I think you are wrong, that the answer is yes and not no.	I think 你 are wrong, 那個 the 回答 is yes 還有 not no.
Your help today will enable us to strengthen further America's philanthropic heritage by expanding the Center's crucial educational, leadership and outreach programs.	Your help today will enable us to strengthen further America's philanthropic heritage by expanding the Center's crucial educational, leadership and outreach programs.
We don't plan on expanding at all.	We don't 計畫 on 擴張 at all.
Your help today will enable us to strengthen further America's philanthropic heritage by expanding the Center's crucial educational, leadership and outreach programs.	Your help today will enable us to strengthen further America's philanthropic heritage by expanding the Center's crucial educational, leadership and outreach programs.
You could help us expand into seven states.	You could help us expand into seven states.
Your help today will enable us to strengthen further America's philanthropic heritage by expanding the Center's crucial educational, leadership and outreach programs.	你的 幫助 今日 將 啟用 us to 加強 進一步 America's philanthropic 遺產 by 擴大 the Center's crucial educational, 領導 和 outreach programs.
You could help us expand our outreach programs.	你 could 幫助 us 擴大 our outreach programs.
Provide a professional atmosphere for many talented community actors to hone and perfect their skills.	Provide a professional atmosphere for many talented community actors to hone and perfect their skills.
Community theaters never help actors improve.	Community theaters never help actors improve.
Provide a professional atmosphere for many talented community actors to hone and perfect their skills.	Provide a professional atmosphere for many talented community actors to hone and perfect their skills.
Most professional actors started in the community theaters.	Most professional actors started in the community theaters.
Provide a professional atmosphere for many talented community actors to hone and perfect their skills.	Provide a professional atmosphere for many talented community actors to hone and perfect their skills.
Some actors use community theater to improve.	Some actors use community theater to improve.
Last Sunday, June 18th, the rain came and severely curtailed attendance at this year's Keepers of the Lore/Joseph Campbell Festival of Myth, Folklore and Story.	最後 Sunday, 六月份 18th, the 雨 came 而且 severely curtailed attendance at 這 year's Keepers of the Lore/Joseph campbell 節日 of Myth, 民俗 而且 Story.
It hasnt rained in 3 years.	It hasnt rained in 3 years.
Last Sunday, June 18th, the rain came and severely curtailed attendance at this year's Keepers of the Lore/Joseph Campbell Festival of Myth, Folklore and Story.	Last Sunday, June 18th, the rain came and severely curtailed attendance at this year's Keepers of the Lore/Joseph Campbell Festival of Myth, Folklore and Story.
It rained 17 inches last Sunday.	It rained 17 英吋 上次 Sunday.
Last Sunday, June 18th, the rain came and severely curtailed attendance at this year's Keepers of the Lore/Joseph Campbell Festival of Myth, Folklore and Story.	最後 Sunday, 六月份 18th, the 下雨 came 和 severely curtailed attendance at 這 year's Keepers of the Lore/Joseph campbell 節 of Myth, 民俗 還有 Story.
It rained last Sunday.	It rained 上次 Sunday.
What began as a touring group of actors in 1973 that played to students in cities like Gary , Elkhart and Terre Haute, the IRT education program today now	What began as a 巡演 群 of 演員 in 1973 那個 played to 學生 in 城市 像 加里 , Elkhart 而且 Terre Haute, the irt 教育 方案 今日 現在
No actors were in Indiana in the 70's.	No actors were in Indiana in the 70's.
What began as a touring group of actors in 1973 that played to students in cities like Gary , Elkhart and Terre Haute, the IRT education program today now	What began as a touring group of actors in 1973 that played to students in cities like Gary , Elkhart and Terre Haute, the IRT education program today now
Some Oscar-winning actors toured Indiana in 1973.	有些 Oscar-winning 演員 toured Indiana in 1973.
What began as a touring group of actors in 1973 that played to students in cities like Gary , Elkhart and Terre Haute, the IRT education program today now	What began as a 巡演 群組 of 演員 in 1973 那個 played to 學生 in 城市 就像 加里 , Elkhart 和 Terre Haute, the irt 教育 程式 今天 現在
Some actors toured in Indiana in 1973.	一些 演員 toured in Indiana in 1973.
We need resources to recruit and develop outstanding teachers.	We 需求 資源 to 新兵 還有 develop 未決 teachers.
We don't need to recruit teachers, they just come to us.	We don't need to recruit teachers, they just come to us.
We need resources to recruit and develop outstanding teachers.	We need resources to recruit and develop outstanding teachers.
We need better teachers.	We 需求 更好 teachers.
We need resources to recruit and develop outstanding teachers.	We need resources to recruit and develop outstanding teachers.
We need to hire 100 new, good teachers.	We need to hire 100 new, good teachers.
The law school's 5,539 alumni form a distinguished group.	The 法律 school's 5,539 校友 表格 a distinguished group.
The law school has been open for 100 years and has had 5,539 alumni.	The 法律 上學 has been 營業 for 100 年份 和 has had 5,539 alumni.
The law school's 5,539 alumni form a distinguished group.	The 法律 school's 5,539 校友 形式 a distinguished group.
The law school has only had 20 graduates.	The 法律 學校 has 只 had 20 graduates.
The law school's 5,539 alumni form a distinguished group.	The law school's 5,539 alumni form a distinguished group.
There are over 5,000 alumni from the law school.	There are over 5,000 校友 從 the 法律 school.
Laurel wreaths, symbolizing victory, and olive branches symbolizing peace, also adorn the rug's border along with acanthus leaves.	laurel wreaths, symbolizing victory, 而且 olive 分行 symbolizing peace, 也 adorn the rug's 邊界 沿 with acanthus leaves.
Goldfish, snakes, and nothing else are on the rug's border.	Goldfish, snakes, 而且 nothing else are on the rug's border.
Laurel wreaths, symbolizing victory, and olive branches symbolizing peace, also adorn the rug's border along with acanthus leaves.	Laurel wreaths, symbolizing victory, and olive branches symbolizing peace, also adorn the rug's border along with acanthus leaves.
Laurel wreaths, olive branches, and acanthus leaves are on the rug's border.	月桂 wreaths, 橄欖 branches, 而且 acanthus 葉子 are on the rug's border.
Laurel wreaths, symbolizing victory, and olive branches symbolizing peace, also adorn the rug's border along with acanthus leaves.	月桂 wreaths, symbolizing victory, 還有 橄欖 分行 symbolizing peace, 還 adorn the rug's 邊框 沿 with acanthus leaves.
The rug is beige.	The 地毯 is beige.
I've got more than a job	I've got more than a job
I don't have a job or any hobby.	I don't have a 工作 or 任何 hobby.
I've got more than a job	I've got more than a job
I have a job that takes up all of my time.	I have a job that takes up all of my time.
I've got more than a job	I've got 更多 than a 工作
I have a job.	I have a job.
Your contributions to the Annual Fund at the Maennerchor Society level have provided significant assistance to the school.	你的 捐款 to the Annual 基金 at the Maennerchor 社會 關卡 have 提供 significant 協助 to the school.
The Maennerchor Society gets donations.	The Maennerchor 社會 gets donations.
Your contributions to the Annual Fund at the Maennerchor Society level have provided significant assistance to the school.	你的 繳款 to the Annual 基金 at the Maennerchor 社會 等級 have 提供 significant 援助 to the school.
The Maennerchor Society got $1m in donations last year.	The Maennerchor Society got $1m in donations last year.
Your contributions to the Annual Fund at the Maennerchor Society level have provided significant assistance to the school.	Your contributions to the Annual Fund at the Maennerchor Society level have provided significant assistance to the school.
The Maennerchor Society is privately funded by Bill Gates.	The Maennerchor Society is privately funded by Bill Gates.
You may also take advantage of our special 2-year membership offer for $30, a savings of almost 60% off our regular 2 year rate.	You may also take advantage of our special 2-year membership offer for $30, a savings of almost 60% off our regular 2 year rate.
It costs $30 only if you join in the next two days.	It 費用 $30 只 if 你 加入 in the 下一步 兩個 days.
You may also take advantage of our special 2-year membership offer for $30, a savings of almost 60% off our regular 2 year rate.	你 五月 還 take 優勢 of our 特別 2-year membership 優惠 for $30, a 節省 of 幾乎 60% 關 our 定期 2 年度 rate.
It costs $30 to be a member for the next two years.	It 成本 $30 to be a 會員 for the 下一步 二 years.
You may also take advantage of our special 2-year membership offer for $30, a savings of almost 60% off our regular 2 year rate.	你 五月份 也 take 優勢 of our 特別 2-year membership 優惠 for $30, a 節省 of 幾乎 60% 關閉 our 經常 2 年 rate.
It costs $800 to be a member for the next two years.	It costs $800 to be a member for the next two years.
Specifically, you will be joining a group of distinguished foundation executives, business leaders, scholars, development professionals and volunteers in the nonprofit sector ...	Specifically, 你 威爾 be joining a 群 of distinguished 基金會 executives, 業務 leaders, scholars, 發展 專業人士 還有 志願者 in the nonprofit 部門 ...
The group is full of Ivy League Scholars and philanthropists.	The 群組 is 完整 of 常春藤 聯盟 學者 和 philanthropists.
Specifically, you will be joining a group of distinguished foundation executives, business leaders, scholars, development professionals and volunteers in the nonprofit sector ...	Specifically, 你 將 be joining a 群 of distinguished 基金會 executives, 商業 leaders, scholars, 發展 專業人士 和 志願者 in the nonprofit 部門 ...
The group is full of important people.	The 群 is 完整 of 重要 people.
Specifically, you will be joining a group of distinguished foundation executives, business leaders, scholars, development professionals and volunteers in the nonprofit sector ...	Specifically, 你 威爾 be joining a 群 of distinguished 基金會 executives, 業務 leaders, scholars, 發展 專業人士 還有 志願者 in the nonprofit 部門 ...
The group is full of inmates and crooks.	The group is full of inmates and crooks.
Others continue to notice our success.	其他 continue to 通知 our success.
We are failing and everyone can see it.	We are failing and everyone can see it.
Others continue to notice our success.	其他 continue to 通知 our success.
We are succeeding when it comes to raising capital.	We are succeeding when it comes to raising capital.
Others continue to notice our success.	其他 continue to 通知 our success.
We are succeeding.	We are succeeding.
Will you add your dreams to ours?	威爾 你 加上 你的 夢 to ours?
We discourage you from dreaming with us.	We discourage you from dreaming with us.
Will you add your dreams to ours?	Will you add your dreams to ours?
Will you help us build the best school in the nation?	Will you help us build the best school in the nation?
Will you add your dreams to ours?	威爾 你 加上 你的 夢境 to ours?
Will your dreams become part of ours?	威爾 你的 夢想 成為 part of ours?
In their enlightened self-interest, they supported this fledgling organization, knowing it would benefit the city as a whole.	In their enlightened self-interest, they supported this fledgling organization, knowing it would benefit the city as a whole.
They believed that the organization would destroy the city.	They believed that the organization would destroy the city.
In their enlightened self-interest, they supported this fledgling organization, knowing it would benefit the city as a whole.	In their 開明 self-interest, 她們 supported 這個 fledgling organization, 明知 it would 受益 the 城市 as a whole.
They believed that the organization would make life better for the city's elderly.	他們 believed 那個 the 組織 would make 生命 更好 for the city's elderly.
In their enlightened self-interest, they supported this fledgling organization, knowing it would benefit the city as a whole.	In their enlightened self-interest, they supported this fledgling organization, knowing it would benefit the city as a whole.
They supported the organization because they knew it would benefit the city.	They supported the organization because they knew it would benefit the city.
The wonderful connections formed each day are made possible through the support of Society operations by organizations like yours!	The wonderful 人脈 formed 每個 日 are made 可能 通過 the 支援 of 社會 operations by organizations 喜歡 yours!
Organizations just like yours are what help form fantastic connections each and every day.	Organizations 只要 就像 yours are what 幫忙 形式 fantastic 人脈 每個 而且 每一個 day.
The wonderful connections formed each day are made possible through the support of Society operations by organizations like yours!	The wonderful connections formed each day are made possible through the support of Society operations by organizations like yours!
The connections made were made in vain no thanks to you.	The 人脈 made were made in 虛榮 no thanks to you.
