original_sentence	augmented_sentence
There are a lot of journals about the scientific studies.	There are a lot of 期刊 關於 the 科學 studies.
As we all know, there is an enormous number of publications dealing with highly specialized areas.	As we 所有 know, there is an enormes 數字 of 出版物 dealing con highly specialized areas.
There are a lot of journals.	There are a lot of journals.
As we all know, there is an enormous number of publications dealing with highly specialized areas.	As we todas know, ahi is an enormes 數 of publicaciones dealing con highly specialized areas.
There are only 2 journals.	There are only 2 journals.
What are you doing becomes  Watch a dune.	qué are vos haciendo becomes mirar a dune.
They change the phrases to confuse people.	They change the phrases to confuse people.
What are you doing becomes  Watch a dune.	What are you doing becomes Watch a dune.
They say it just as they always have.	ellas say it solo as 他們 始終 have.
What are you doing becomes  Watch a dune.	qué are 你 doing becomes 手錶 a dune.
they change the words up.	ellas 變更 la palabras up.
Let it be remembered that they make no declarations.	Let it be remembered that they make no declarations.
Their written declaration was printed in the newspaper this morning.	su 書寫 declaración fue 印刷 in the 報紙 esto morning.
Let it be remembered that they make no declarations.	Let it be remembered that they make no declarations.
They would like to voice an opinion, but are prevented from making any declarations at this time.	They would like to voice an opinion, but are prevented from making any declarations at this time.
Let it be remembered that they make no declarations.	讓 it be recordó eso 她們 make no declarations.
We should keep in mind that they have made no statements.	We deberia keep in mind que 它們 tener hecho no statements.
From the five pages of personal acknowledgments (as opposed to a mere two pages of bibliography), it should be clear that the dictionary rests largely on original research.	從 el five páginas of personales acknowledgments (as opposed to a mera two 頁 of bibliography), it 應該 be despejado que los diccionario rests largely on originales research.
The author of this dictionary does a very thorough job of documenting and acknowledging the research that went into practically every entry.	The author of this dictionary does a very thorough job of documenting and acknowledging the research that went into practically every entry.
From the five pages of personal acknowledgments (as opposed to a mere two pages of bibliography), it should be clear that the dictionary rests largely on original research.	from the 五 páginas of personales acknowledgments (as opposed to a mere 二 頁 of bibliography), it 應該 be claro eso the 字典 reposa largely on originales research.
This dictionary appears to be plagiarized from an existing dictionary written by a competitor.	este diccionario appears to be plagiado desde an 現有 詞典 書寫 by a competitor.
From the five pages of personal acknowledgments (as opposed to a mere two pages of bibliography), it should be clear that the dictionary rests largely on original research.	來自 the 五 頁 of 個人 acknowledgments (as opposed to a mero 兩個 頁 of bibliography), it 應該 be claro que las 詞典 rests largely on originales research.
This dictionary documents in the personal acknowledgments that its contents relies largely on original research.	This dictionary documents in the personal acknowledgments that its contents relies largely on original research.
Persons not conversant with the languages involved will probably have no answers to these rhetorical questions, but I feel sure they will prefer to be spared the obnoxious truth.	personas not conversant with the idiomas involucrado will probablemente have no 解答 to 這些 retórica questions, 但是 I 感覺 sure 它們 將 prefiera to be spared the detestable truth.
Even if they can't speak the language, they should be able to answer the questions.	Even if they can't speak the language, they should be able to answer the questions.
Persons not conversant with the languages involved will probably have no answers to these rhetorical questions, but I feel sure they will prefer to be spared the obnoxious truth.	personas not conversant with the lenguas involved voluntad probably have no 解答 to estos 修辭 questions, 不過 I sentir sure 她們 will preferir to be spared the odioso truth.
People who can't speak the language will have a hard time answering.	People who can't speak the language will have a hard time answering.
Persons not conversant with the languages involved will probably have no answers to these rhetorical questions, but I feel sure they will prefer to be spared the obnoxious truth.	Persons no conversant with the 語言 involved 將 probably have no respuestas to estas retórica questions, pero I 感覺 claro 她們 voluntad prefer to be spared the detestable truth.
They would be better off if they had someone to interpret.	它們 would be mejor off if ellos tuvo 某人 to interpret.
buscarle la quinta pata al gato `to look for the cat's fifth leg' is very common with the meaning `to look for trouble'	buscarle la quinta pata al 神像 `to look para las cat's quinta leg' is 非常 通用 with la 含義 `to look para trouble'
Cats sometimes have five legs, so the people made a saying about it.	Cats sometimes have five legs, so the people made a saying about it.
buscarle la quinta pata al gato `to look for the cat's fifth leg' is very common with the meaning `to look for trouble'	buscarle la quinta pata al gato `to mirad for the cat's quinto leg' is 非常 comunes with los 含義 `to mirada for trouble'
The saying is about cats with three legs.	The saying is about cats with three legs.
buscarle la quinta pata al gato `to look for the cat's fifth leg' is very common with the meaning `to look for trouble'	buscarle la quinta pata al gato `to miren para el cat's quinto leg' is muy 通用 with el significado `to miren para trouble'
There is an idiom about a cat's fifth leg.	There is an idiom 關於 a cat's quinta leg.
And while xerography has provided both noun and verb newances for the word copy , Horace's ut pictura poesis reminds one that picture , too, has newances coexisting with its age-old meanings.	和 while xerography tiene 提供 tanto 名詞 y 動詞 newances para the 字 copie , Horace's ut pictura poesis reminds una eso foto , too, has newances coexisting con sus age-old meanings.
Xerography is about just nouns.	Xerography is 關於 只是 nouns.
And while xerography has provided both noun and verb newances for the word copy , Horace's ut pictura poesis reminds one that picture , too, has newances coexisting with its age-old meanings.	y while xerography has 提供 ambas 名詞 和 verbo newances for la 單字 copia , Horace's ut pictura poesis reminds one 那個 foto , too, has newances coexisting with su age-old meanings.
Xerography is related to word meaning.	Xerography is conexas to 單字 meaning.
And while xerography has provided both noun and verb newances for the word copy , Horace's ut pictura poesis reminds one that picture , too, has newances coexisting with its age-old meanings.	y while xerography tiene 提供 ambas sustantivo y 動詞 newances para las word copiar , Horace's ut pictura poesis reminds one que 圖片 , too, tiene newances coexistir con sus age-old meanings.
Xerography is related to word meanings of technical terms.	Xerography is 相關 to 單詞 meanings of técnicos terms.
It sweeps words in its passage, as well.	It sweeps 詞語 in su passage, as well.
It also sweeps words when passing by.	It igualmente sweeps 詞 when pasando by.
It sweeps words in its passage, as well.	It sweeps words in its passage, as well.
It sweeps words quickly.	It barre 詞 quickly.
It sweeps words in its passage, as well.	It barre 詞語 in su passage, as well.
When passing, it sweeps nothing.	When passing, it sweeps nothing.
to do (someone) wrong -- The Rape of Lucrece , line 1462:	to do (someone) wrong -- The Rape of Lucrece , line 1462:
someone did nothing wrong	有人 hizo nada 錯誤
to do (someone) wrong -- The Rape of Lucrece , line 1462:	to do (someone) incorrecto -- los violaciones of Lucrece , 線 1462:
someone was raped	alguien fue violados
to do (someone) wrong -- The Rape of Lucrece , line 1462:	to do (someone) mal -- los violación of Lucrece , linea 1462:
something was dong wrong	something was dong wrong
Thus, I cannot accept Hendrickson's origin for horse latitudes , though, to give him his due, he only copied the etymology from other sources, the OED included.	Thus, I cannot aceptar Hendrickson's procedencia for 馬匹 latitudes , though, to dar él su due, he sólo copiado the etimología desde otras sources, las OED included.
I'm in total agreement with Hendrickson.	I'm in total agreement with Hendrickson.
Thus, I cannot accept Hendrickson's origin for horse latitudes , though, to give him his due, he only copied the etymology from other sources, the OED included.	Thus, I cannot 接受 Hendrickson's 原產地 para 馬 緯度 , though, to give él su due, he sólo copied el etimología desde otras sources, la OED included.
I'm not in agreement with Hendrickson about the origin of the horse latitudes.	I'm no in acuerdo con hendrickson 關於 the 起源 of los caballo latitudes.
Thus, I cannot accept Hendrickson's origin for horse latitudes , though, to give him his due, he only copied the etymology from other sources, the OED included.	Thus, I cannot accept Hendrickson's origin for horse latitudes , though, to give him his due, he only copied the etymology from other sources, the OED included.
I'm pretty sure that Hendrickson didn't have much to base his ideas on.	I'm 漂亮 seguro 那個 hendrickson didn't have much to base 他的 ideas on.
Many languages have this ambiguity.	muchos lenguas have 這 ambiguity.
No other language has this kind of ambiguity.	No otros 語言 ha esto 善良 of ambiguity.
Many languages have this ambiguity.	Many languages have this ambiguity.
This ambiguity is true about most languages.	這個 含糊 is true 關於 最多 languages.
Many languages have this ambiguity.	Many languages have this ambiguity.
This makes learning the language more difficult.	This makes learning the language more difficult.
But the question cannot even be asked when the details are mislaid.	But the question cannot even be asked when the details are mislaid.
Just clearing up the the details will make the question more understandable.	Just clearing up the the details will make the question more understandable.
But the question cannot even be asked when the details are mislaid.	But the question cannot even be asked when the details are mislaid.
The question should be answerable even with the mislaid details.	The question should be answerable even with the mislaid details.
But the question cannot even be asked when the details are mislaid.	But the question cannot even be asked when the details are mislaid.
You can't answer the question when the details are not laid out properly.	你 can't respuesta the 提問 當 el 細節 son not laid 出局 properly.
And how did such a cold and unhuman thing like a telecommunications protocol for transferring files between a mainframe and a microcomputer get dubbed Kermit?	y 如何 did such a cold y unhuman thing 就像 a telecomunicaciones protocolos para transfiriendo files entre a 主機 y a microordenador 得到 apodado Kermit?
Kermit is the name for a certain type of telecommunications protocol.	Kermit is the name for a certain type of telecommunications protocol.
And how did such a cold and unhuman thing like a telecommunications protocol for transferring files between a mainframe and a microcomputer get dubbed Kermit?	y como did tal a frías y unhuman thing 讚 a 電信 protocolos para transferring ficheros between a 主機 而且 a microordenador conseguir doblada Kermit?
The Kermit telecommunications protocol refers to a way of talking between Facebook Messenger and WhatsApp.	la Kermit telecomunicaciones protocol refiere to a way of talking between facebook messenger y WhatsApp.
And how did such a cold and unhuman thing like a telecommunications protocol for transferring files between a mainframe and a microcomputer get dubbed Kermit?	y 如何 hizo such a 冷 y unhuman thing like a 電信 protocolos para transfiriendo archivos entre a mainframe y a microordenador consigue dubbed Kermit?
The Kermit telecommunications protocol was named after a frog.	The Kermit telecommunications protocol was named after a frog.
If enough people buy this book, it will soon need a second printing which, it is hoped, will include some of the foregoing (not these ) recommendations.	If suficientes 人們 購買 esta book, it voluntad próximamente 需求 a segunda 印刷 which, it is hoped, 將 包括 algunos of la foregoing (not estos ) recommendations.
The book is nonfiction.	The 書籍 is nonfiction.
If enough people buy this book, it will soon need a second printing which, it is hoped, will include some of the foregoing (not these ) recommendations.	If enough people buy this book, it will soon need a second printing which, it is hoped, will include some of the foregoing (not these ) recommendations.
The book might need a second pitching.	The libro might necesitar a segundos pitching.
If enough people buy this book, it will soon need a second printing which, it is hoped, will include some of the foregoing (not these ) recommendations.	If enough people buy this book, it will soon need a second printing which, it is hoped, will include some of the foregoing (not these ) recommendations.
The book will only need one pitching no matter what.	The book will only need one pitching no matter what.
In Santa Fe, where the Hispanic heritage and population remain considerable, the new pseudo-Spanish names are more apt to be correct than in, say, California or Tucson.	In 聖誕老人 Fe, donde the hispana 遺產 y población permanece considerable, the 新 pseudo-Spanish 姓名 are más apt to be corrija than in, say, 加州 or Tucson.
Everyone in Santa Fe has an American name.	每個人 in 聖誕老人 Fe has an 美式 name.
In Santa Fe, where the Hispanic heritage and population remain considerable, the new pseudo-Spanish names are more apt to be correct than in, say, California or Tucson.	In Santa Fe, where the Hispanic heritage and population remain considerable, the new pseudo-Spanish names are more apt to be correct than in, say, California or Tucson.
Most of the people in Santa Fe have Hispanic names.	Most of the people in Santa Fe have Hispanic names.
In Santa Fe, where the Hispanic heritage and population remain considerable, the new pseudo-Spanish names are more apt to be correct than in, say, California or Tucson.	In 聖誕老人 Fe, dónde the hispanos patrimonio 而且 人口 permanecer considerable, el nuevas pseudo-Spanish 姓名 son más apto to be correct than in, say, 加州 or Tucson.
There are a lot of Spanish names in Santa Fe.	There están a lot of 西班牙語 名稱 in 聖誕老人 Fe.
The soft, warm, children's words allow us to allay our fears about computers that crash and bomb and abort.	The soft, warm, children's words allow us to allay our fears about computers that crash and bomb and abort.
Children's words allay crashes, bombs and aborts on computers.	Children's 詞語 allay crashes, bombas 而且 aborts on computers.
The soft, warm, children's words allow us to allay our fears about computers that crash and bomb and abort.	The soft, warm, children's words allow us to allay our fears about computers that crash and bomb and abort.
Children's words are soft and warm which allays our fears about computers that crash and bomb and abort.	Children's palabras are blando y 溫暖 which allays nuestra fears 關於 informática que crash y 炸彈 y abort.
The soft, warm, children's words allow us to allay our fears about computers that crash and bomb and abort.	The soft, warm, children's words allow us to allay our fears about computers that crash and bomb and abort.
Soft and warm words from children allow us to not fear that computers that crash, bomb and abort.	軟軟 和 tibio 言語 de 兒童 permitir us to not 恐懼 那個 informática 那個 crash, 炸彈 和 abort.
Serious crime down, but murders increase.	嚴重 delincuencia down, sino murders increase.
Thanks to the police force, murders are at an all-time low.	Thanks to la 警方 force, murders are at an all-time low.
Serious crime down, but murders increase.	grave 犯罪 down, 不過 murders increase.
There has been a rise in murders because a serial killer is on the loose.	There has been a rise in murders because a serial killer is on the loose.
Serious crime down, but murders increase.	serios delito down, sino murders increase.
There has been a rise in murders.	There has been a rise in murders.
One can also find some definitions here and there that are not entirely wrong yet with which one might disagree.	one can 還 hallazgo some definiciones aqui 和 there 那個 are not enteramente 錯誤 aún with which 一個 might disagree.
A definition may be technically correct yet have two or more interpretations that people would argue about.	A definition may be technically correct yet have two or more interpretations that people would argue about.
One can also find some definitions here and there that are not entirely wrong yet with which one might disagree.	one puedo además encuentra some 定義 這裡 還有 ahí 那個 are no entirely 錯 aún with which 一 might disagree.
All of the definitions have been agreed upon by all parties.	All of the definitions have been agreed upon by all parties.
One can also find some definitions here and there that are not entirely wrong yet with which one might disagree.	一 lata tambien encontrar algunas definiciones aca 而且 allí 那個 are not entirely equivocados aún with which una might disagree.
You may disagree with some definitions even though they are not entirely wrong.	你 may disagree con 一些 定義 aun aunque 它們 are not enteramente wrong.
RH-II labels this current expression to be of South Midland and southern U.S. origin and means  to be on the verge of.	RH-II labels this current expression to be of South Midland and southern U.S. origin and means to be on the verge of.
According to RH-II, this expression means to be on the verge of.	According to RH-II, this expression means to be on the verge of.
RH-II labels this current expression to be of South Midland and southern U.S. origin and means  to be on the verge of.	RH-II 標籤 這 現任 expresión to be of 南 midland y 南部 U.S. origen 而且 medios to be on las verge of.
This South Midland expression means I'm hungry.	這 南方 midland expresión means I'm hungry.
RH-II labels this current expression to be of South Midland and southern U.S. origin and means  to be on the verge of.	RH-II labels this current expression to be of South Midland and southern U.S. origin and means to be on the verge of.
This expression was imported into the US from Creole slang.	este 表達 estaba 進口 into los US 來自 criollo slang.
Governmental/legal  batta, begar, chaprasi, dakoit, dakoity, dhan, dharna, kotwal, kotwali, panchayat, pottah, sabha	Governmental/legal batta, begar, chaprasi, dakoit, dakoity, dhan, dharna, kotwal, kotwali, panchayat, pottah, sabha
Al of the words are easy to understand.	Al of the words are easy to understand.
Governmental/legal  batta, begar, chaprasi, dakoit, dakoity, dhan, dharna, kotwal, kotwali, panchayat, pottah, sabha	Governmental/legal batta, begar, chaprasi, dakoit, dakoity, dhan, dharna, kotwal, kotwali, panchayat, pottah, sabha
There are lots of silly words that decribe the government.	allí are lots of 傻 palabras 那個 decribe los government.
Governmental/legal  batta, begar, chaprasi, dakoit, dakoity, dhan, dharna, kotwal, kotwali, panchayat, pottah, sabha	Governmental/legal batta, begar, chaprasi, dakoit, dakoity, dhan, dharna, kotwal, kotwali, panchayat, pottah, sabha
We were handed a long list of strange terms.	We were handed a long list of strange terms.
The teacher explained, in terms that she hoped were appropriate to her audience.	The teacher explained, in terms that she hoped were appropriate to her audience.
She explained the theory of evolution to her audience.	ella explained la teoria of evolución to her audience.
The teacher explained, in terms that she hoped were appropriate to her audience.	The teacher explained, in terms that she hoped were appropriate to her audience.
The teacher deliberately tried to give her lecture using obscure words.	The maestro deliberately tried to dar 她的 conferencia usando obscure words.
The teacher explained, in terms that she hoped were appropriate to her audience.	The 老師 explained, in términos 那個 她 hoped estaban 適當 to 她的 audience.
The teacher tried to explain in audience-appropriate terms.	The 教師 tried to 解釋 in audience-appropriate terms.
The stadium itself, and the kind of activity that took place there, were called agon , a Greek word which originally meant simply `competition,' but which has given us our word `agony.	The stadium itself, and the kind of activity that took place there, were called agon , a Greek word which originally meant simply `competition,' but which has given us our word `agony.
The Greek word for competition has come to mean pain in English because of the agony that took place during the competitions.	The griegos word for competición has come to mean 痛苦 in English 因為 of the agony 那個 tomó lugar during los competitions.
The stadium itself, and the kind of activity that took place there, were called agon , a Greek word which originally meant simply `competition,' but which has given us our word `agony.	The stadium itself, and the kind of activity that took place there, were called agon , a Greek word which originally meant simply `competition,' but which has given us our word `agony.
The word agon originally meant competition in Greek.	The word agon 原本 significaba 競爭 in Greek.
The stadium itself, and the kind of activity that took place there, were called agon , a Greek word which originally meant simply `competition,' but which has given us our word `agony.	The stadium itself, and the kind of activity that took place there, were called agon , a Greek word which originally meant simply `competition,' but which has given us our word `agony.
The word agon originally meant pain and suffering in Greek	The palabra agon 原本 meant 痛苦 y sufrimiento in 希臘
The flashes of wisdom should not be overlooked,	la flashes of sabiduría 應該 not be overlooked,
The flashes of wisdom are of  no importance.	The destellos of sabiduria are of no importance.
The flashes of wisdom should not be overlooked,	The flashes of sabiduria debiera not be overlooked,
The flashes of wisdom are of great significance.	The flashes of sabiduria are of genial significance.
The flashes of wisdom should not be overlooked,	The flashes of wisdom should not be overlooked,
The flashes of wisdom should always be considered.	The flashes of 智慧 deberia always be considered.
In Tokyo, a correspondent for The Economist sighted a T-shirt   O D on Bourgeoisie Milk Boy Milk.	In Tokyo, a correspondent for The Economist sighted a T-shirt O D on Bourgeoisie Milk Boy Milk.
A reporter for The Economist was in Tokyo and noticed a particular T-shirt.	A 記者 para la economistas fue in 東京 y notó a particular T-shirt.
In Tokyo, a correspondent for The Economist sighted a T-shirt   O D on Bourgeoisie Milk Boy Milk.	In Tokyo, a correspondent for los economistas sighted a T-shirt O D on burgueses milk 男孩 Milk.
The T-shirt that said  O D on Bourgeoisie Milk Boy Milk seemed out of place and confusing in Tokyo.	The T-shirt that said O D on Bourgeoisie Milk Boy Milk seemed out of place and confusing in Tokyo.
In Tokyo, a correspondent for The Economist sighted a T-shirt   O D on Bourgeoisie Milk Boy Milk.	In Tokyo, a corresponsales for el 經濟學家 sighted a T-shirt O D on burgueses milk boy Milk.
The correspondent for The Economist in Tokyo couldn't read the T-shirt he saw.	los correspondent for las economista in tokio couldn't 讀 los T-shirt he saw.
Two of Canada's best-known popular history writers, Peter C. Newman and Pierre Berton, use the term almost exclusively in works they have written on Canada's North.	Two of Canada's best-known popular history writers, Peter C. Newman and Pierre Berton, use the term almost exclusively in works they have written on Canada's North.
Peter C. Newman and Pierre Berton are popular writers of Canadian history.	peter C. newman 還有 pierre Berton are popular 作家 of canadiense history.
Two of Canada's best-known popular history writers, Peter C. Newman and Pierre Berton, use the term almost exclusively in works they have written on Canada's North.	兩個 of Canada's best-known populares historia writers, 彼得 C. Newman y pierre Berton, uso el 任期 casi exclusively in obras 他們 han 撰寫 on Canada's North.
There have been exactly two books written on the history of Canada's North, and these were by popular writers Newman and Berton.	There tener sido exactamente 二 libros escrito on the 歷史 of Canada's North, 和 éstas fueron by popular 作家 newman y Berton.
Two of Canada's best-known popular history writers, Peter C. Newman and Pierre Berton, use the term almost exclusively in works they have written on Canada's North.	dos of Canada's best-known 受歡迎 歷史 writers, peter C. Newman 還有 pierre Berton, 使用 el 學期 幾乎 exclusivamente in trabaja 她們 tener escritos on Canada's North.
Though they wrote many popular modern songs, Peter C. Newman and Pierre Berton never wrote books about history.	雖然 ellas escribí 許多 流行 moderno songs, peter C. Newman 而且 pierre Berton jamas escribió 書 acerca history.
Hogwash, of course, is a designation for language as `worthless, disgusting, and unfit for human consumption, as pig slops.	Hogwash, of course, is a designation for language as `worthless, disgusting, and unfit for human consumption, as pig slops.
Hogwash is defined as that which is nonsensical and worthless.	Hogwash is defined as that which is nonsensical and worthless.
Hogwash, of course, is a designation for language as `worthless, disgusting, and unfit for human consumption, as pig slops.	Hogwash, of course, is a 指定 para idiomas as `worthless, disgusting, y unfit for humana consumption, as cerdo slops.
Hogwash is most commonly used to describe the most important and sensible things.	Hogwash is 大部分 commonly utilizado to describa the most importantes y sensible things.
Hogwash, of course, is a designation for language as `worthless, disgusting, and unfit for human consumption, as pig slops.	Hogwash, of course, is a designación for 語言 as `worthless, disgusting, y unfit for 人類 consumption, as cerdo slops.
The term Hogwash is formed because of the stench that comes from washing pigs.	The term Hogwash is formed because of the stench that comes from washing pigs.
The translators of the King James Bible were translating the Bible for a Christian audience; for them, the Bible consisted of the Old Testament and the New Testament.	The translators of the King James Bible were translating the Bible for a Christian audience; for them, the Bible consisted of the Old Testament and the New Testament.
The King James Bible contains both the Old and the New Testament.	The King James Bible contains both the Old and the New Testament.
The translators of the King James Bible were translating the Bible for a Christian audience; for them, the Bible consisted of the Old Testament and the New Testament.	el 翻譯 of the rey jaime biblia eran 翻譯 el biblia for a 基督徒 audience; para them, the 聖經 consistido of las vieja testamento 而且 el 新的 Testament.
The King James Bible contains only the Old Testament.	los 國王 james 聖經 contiene 只有 el 老了 Testament.
The translators of the King James Bible were translating the Bible for a Christian audience; for them, the Bible consisted of the Old Testament and the New Testament.	el traductor of the rey james 聖經 eran 翻譯 the biblia para a 基督教 audience; for them, los 聖經 consisted of the 老了 testamento y the nueva Testament.
The King James Bible is made solely for a Christian audience.	el 國王 james biblia is made solely para a 基督教 audience.
Taken in this context, the recent publication of the Omni Gazetteer of the United States of America , despite its 1,500,000 entries, may properly be seen as only a first step, albeit an ambitious one.	Taken in 這 context, las 近期 出版物 of the omni nomenclátor of the unidos 國家 of 美洲 , apesar its 1,500,000 entries, 五月 adecuadamente be seen as únicamente a primer step, albeit an 野心 one.
The Omni Gazetteer of the United States is a first step.	los omni nomenclátor of the unió estados is a 第一 step.
Taken in this context, the recent publication of the Omni Gazetteer of the United States of America , despite its 1,500,000 entries, may properly be seen as only a first step, albeit an ambitious one.	Taken in 這 context, las 最近 publicación of el omni nomenclátor of las United estados of 美國 , apesar its 1,500,000 entries, 五月份 adecuadamente be visto as únicamente a primera step, albeit an 雄心 one.
The Omni Gazetteer of the United States is about animals.	The Omni Gazetteer of the United States is about animals.
Taken in this context, the recent publication of the Omni Gazetteer of the United States of America , despite its 1,500,000 entries, may properly be seen as only a first step, albeit an ambitious one.	Taken in this context, the recent publication of the Omni Gazetteer of the United States of America , despite its 1,500,000 entries, may properly be seen as only a first step, albeit an ambitious one.
The Omni Gazetteer of the United States is comprehensive.	The Omni Gazetteer of the United States is comprehensive.
'  My further point is that to be totally successful, a dictionary of this kind requires far more than the academic skills of a place-name specialist.	' My 進一步 點 is 那個 to be totalmente successful, a diccionario of 這 amable requiere far 多 than las 學術 技能 of a place-name specialist.
A dictionary has a lot to offer.	A diccionario has a lot to offer.
'  My further point is that to be totally successful, a dictionary of this kind requires far more than the academic skills of a place-name specialist.	' My further 點 is que to be 完全 successful, a diccionario of 這 善良 requires 遠 更 than el académico 技能 of a place-name specialist.
A dictionary required more than specialist skills.	A dictionary required more than specialist skills.
'  My further point is that to be totally successful, a dictionary of this kind requires far more than the academic skills of a place-name specialist.	' My further point is that to be totally successful, a dictionary of this kind requires far more than the academic skills of a place-name specialist.
A dictionary requires only a specialist's skills.	A diccionario requiere 只有 a specialist's skills.
She pointed to a patch of equally depressing but bushier shrubbery.	She pointed to a patch of equally depressing but bushier shrubbery.
She gestured toward another, bushier shrub.	ella gestured hacia another, bushier shrub.
She pointed to a patch of equally depressing but bushier shrubbery.	She pointed to a patch of equally depressing but bushier shrubbery.
She gestured towards a bush that was somewhat depressing.	ella gestured hacia a 布希 那個 fue somewhat depressing.
She pointed to a patch of equally depressing but bushier shrubbery.	ella señalado to a patch of equally deprimente 但是 bushier shrubbery.
That bush is less bushy than the other.	que arbusto is 少 bushy than las other.
The difference between a president and a king is that a king has no vice .	The 區別 entre a presidente 和 a 國王 is que a king has no vicepresidente .
A king that sets up an order of succession is always accused of showing signs of weakness.	A 國王 那個 sets up an encargo of sucesiones is 總是 被告 of mostrando 標誌 of weakness.
The difference between a president and a king is that a king has no vice .	The difference between a president and a king is that a king has no vice .
A president has a vice-president, but a king does not have a vice-king.	A presidenta tiene a vice-president, sino a 王 does not have a vice-king.
The difference between a president and a king is that a king has no vice .	The 差別 entre a 主席 y a king is 那個 a king ha no vice .
It is never obvious who will take over for a king in the event of his death, but it is obvious for a president.	It is 從未 obvious quién 威爾 take over for a 國王 in los evento of sus death, 但是 it is evidente para a president.
Words that do not fit cannot be returned.	Words that do not fit cannot be returned.
All words fit.	所有 言語 fit.
Words that do not fit cannot be returned.	詞語 que do no 適合 cannot be returned.
Some words do not fit in the puzzle.	Some words do not fit in the puzzle.
Words that do not fit cannot be returned.	palabras que do no fit cannot be returned.
Some words do not fit.	Some words do not fit.
Actually, the word quark is in the OED as a verb meaning `croak,' with 19th-century references to frogs, rooks, and herons.	Actually, the word quark is in el oed as a verbo 含義 `croak,' con 19th-century referencias to frogs, rooks, y herons.
Most people would not know the origin of the word quark and that it referenced the noise made by a frog.	most 人 would not know the procedencia of the word quark y que it referenced the 噪聲 made by a frog.
Actually, the word quark is in the OED as a verb meaning `croak,' with 19th-century references to frogs, rooks, and herons.	Actually, the word quark is in la OED as a verbos 含義 `croak,' with 19th-century references to frogs, rooks, y herons.
The word quark has been listed in dictionaries as a verb defined as the croaking sound made by frogs.	The word quark has been listed in dictionaries as a verb defined as the croaking sound made by frogs.
Actually, the word quark is in the OED as a verb meaning `croak,' with 19th-century references to frogs, rooks, and herons.	Actually, the word quark is in the OED as a verb meaning `croak,' with 19th-century references to frogs, rooks, and herons.
The word quark is a modern word first invented by scientists in the 1960s.	las palabra quark is a 摩登 詞 首先 發明 by 科學家 in the 1960s.
A virgin forest is a forest in which the hand of man has never set foot .	A 處女 bosques is a 森林 in cuáles the 手 of man ha nunca 設 英尺 .
A forest that has never been marred by man's presence is called a virgin forest.	A forest that has never been marred by man's presence is called a virgin forest.
A virgin forest is a forest in which the hand of man has never set foot .	A virgen 森林 is a selva in which el 手 of man has jamas 設定 foot .
Due to our population, there are few virgin forests still left in the United States.	到期 to our population, ahí are pocos 處女 selva todavia izquierda in the united States.
A virgin forest is a forest in which the hand of man has never set foot .	A virgin forest is a forest in which the hand of man has never set foot .
The newest condo development in the center of the forest won't impact its virgin forest status.	los 最新 condominios 發展 in el 中心 of las 森林 won't impacto su virgin forestal status.
These boxes come with wires (called  cables  in the trade because that sounds more impressive) that allow them to be connected to one another and into a power source.	These boxes come with wires (called cables in the trade because that sounds more impressive) that allow them to be connected to one another and into a power source.
Cables are a much more prestigious word than wires whenever in a trade.	Cables are a much more prestigious word than wires whenever in a trade.
These boxes come with wires (called  cables  in the trade because that sounds more impressive) that allow them to be connected to one another and into a power source.	estas 方框 venga with alambre (called 電線 in las 貿易 porque eso sounds 多 impressive) que permitir them to be conectada to 一 another 和 into a 權力 source.
No cables or wires care included in the trade for these boxes.	No cables or cables 護理 incluido in the 貿易 para estas boxes.
These boxes come with wires (called  cables  in the trade because that sounds more impressive) that allow them to be connected to one another and into a power source.	éstos cajas come con cables (called cables in la 貿易 porque 那個 suena mas impressive) que permitir them to be connected to 一個 another 而且 into a power source.
These boxes can be connected together and powered by cables.	These boxes can be connected together and powered by cables.
Jones, referring to Sir William Johnson, commented,  He was loved, caressed, and almost adored by the Indians.	Jones, referring to sir 威廉 Johnson, commented, He fue loved, caressed, y casi adoraba by el Indians.
The Indians disliked Sir William Johnson.	The Indians disliked Sir William Johnson.
Jones, referring to Sir William Johnson, commented,  He was loved, caressed, and almost adored by the Indians.	Jones, referring to sir guillermo Johnson, commented, He was loved, caressed, y 幾乎 adored by the Indians.
The Indians liked Sir William Johnson.	The Indians liked Sir William Johnson.
Jones, referring to Sir William Johnson, commented,  He was loved, caressed, and almost adored by the Indians.	Jones, referring to Sir William Johnson, commented, He was loved, caressed, and almost adored by the Indians.
The Indians showed Sir William Johnson how to plant a garden.	el indios showed 先生 威廉 johnson cómo to 植物 a garden.
I have yet Room for six scotches more.	I tener aún cuarto para 六 scotches more.
I can still consume six more scotches.	I can still consume six more scotches.
I have yet Room for six scotches more.	I have yet Room for six scotches more.
I only have room for one more glass of scotch.	I only have room for one more glass of scotch.
I have yet Room for six scotches more.	I tengan 然而 房間 para 六 scotches more.
Six more scotches on the rocks will do just fine.	六 更 scotches on the 岩 testamento do 只是 fine.
Dr. Richards never stops astonishing us.	Dr. Richards 從來沒有 stops astonishing us.
We are continuously surprised by Dr. Richards.	We are continuously 驚 by Dr. Richards.
Dr. Richards never stops astonishing us.	Dr. Richards 從不 detiene astonishing us.
We howled with laughter when we heard Dr. Richards' latest news.	We howled with laughter when we heard Dr. Richards' latest news.
Dr. Richards never stops astonishing us.	Dr. Richards never stops astonishing us.
